OverallQual,YearBuilt,GrLivArea,SalePrice
5,1962,1190,132500
5,1959,1144,143000
5,1957,1364,132000
6,1960,1383,145250
6,1958,1336,162000
5,1956,1370,148000
5,1957,1092,141000
6,1956,1124,153000
5,1957,1236,134450
5,1979,943,135960
6,1954,1050,156000
6,1954,1375,140000
5,1952,1008,139500
6,1951,1575,155000
5,1956,1145,127000
5,1956,1005,133500
5,1955,1056,125000
5,1951,884,142000
7,1941,2039,167000
5,1956,1384,159000
5,1925,2640,180000
6,1947,1312,127000
6,1924,1310,112000
3,1930,713,99800
5,1954,833,117000
5,1921,1073,108480
3,1929,715,68000
4,1900,720,86900
5,1920,1130,120000
6,1915,1595,155500
4,1910,1760,80000
3,1915,1214,105000
5,1900,2414,160000
5,1936,1466,170000
6,1965,1324,160000
5,1966,1086,159950
6,1963,1146,165000
6,1962,1734,159000
6,1962,1207,147000
5,1964,912,115000
6,1959,1194,159500
6,1959,864,120000
5,1957,816,129900
6,1961,1773,183000
7,1959,1472,157500
7,1962,2448,277500
5,1957,1600,207500
4,1950,1521,147500
4,1949,1192,135000
5,1950,1040,109500
4,1950,1040,109900
5,1959,1040,133700
3,1950,1040,81400
3,1949,1040,87500
3,1950,1040,93500
5,1960,1556,119000
5,1959,1150,141000
5,1961,1150,146000
6,1966,1348,155000
5,1962,999,134500
7,1962,1045,120000
5,1962,864,105000
5,1962,1025,124000
5,1900,2014,169000
4,1925,1328,107000
5,1948,1668,135000
4,1920,1657,111500
6,1900,1416,156500
7,1925,1641,178000
7,1900,1428,139900
7,1930,1004,105000
6,1930,813,110000
4,1900,1951,111500
6,1924,1032,108000
5,1925,844,111500
5,1880,1750,124000
4,1950,864,105000
6,1920,1118,116000
3,1905,1376,96900
5,1955,960,135500
5,1924,1566,139000
3,1921,492,61500
6,1945,1182,120000
3,1955,1163,126175
3,1920,840,64000
6,1910,1928,137000
4,1900,1774,87000
7,1914,1768,163000
7,1910,2104,155000
5,1900,1440,79000
7,1916,1690,144000
6,1910,1368,114504
7,1920,1762,157000
6,1923,1200,125000
10,1892,3608,475000
5,1920,1248,93500
5,1958,960,125000
3,1918,1020,64500
4,1941,788,100000
6,1939,1577,140200
6,1924,1827,202500
6,1947,1664,159000
5,1939,1118,119900
6,1934,1176,114500
5,1936,1344,115000
3,1930,1162,75000
5,1925,1015,88000
4,1947,912,80500
5,1928,1576,149000
5,1930,1324,110000
6,1925,1103,110500
5,1921,616,89000
5,1922,1048,113000
5,1925,816,109000
6,1962,2486,220000
4,1970,960,129000
6,1910,1635,117000
4,1941,693,52500
4,1924,1430,107000
5,1910,1330,116500
5,1919,819,72000
6,1937,1376,119500
5,1938,1360,125500
3,1922,1077,91000
6,1935,754,84500
6,1930,984,90000
5,1951,1422,137500
6,1964,1921,150000
5,1950,1640,131000
5,1958,1352,130000
5,1935,1032,125000
5,1936,879,80000
7,2004,1073,157000
4,1963,1382,148000
4,1967,1296,90000
6,1963,1068,154500
5,1967,1064,153600
5,1966,1320,164500
6,1964,934,132000
5,1966,1059,142500
5,1968,1159,158000
6,1978,1400,149500
5,1967,1458,165000
5,1968,1721,180000
6,1978,1040,160500
5,1977,1967,156500
5,1977,1949,157000
5,1958,1920,172500
5,1957,1803,155000
5,1955,1779,170000
5,1924,872,105000
4,1965,960,145000
5,1956,1437,168000
7,1967,1830,278000
5,1963,1000,164000
7,1953,2287,225000
5,1971,810,130000
5,1974,894,142500
7,1980,1700,148400
7,1986,1453,190000
4,1954,1350,146000
5,1942,1150,128000
5,1948,2008,225000
6,1966,2201,274970
6,1928,2009,235000
6,1935,3672,415000
5,1962,1560,182000
5,1952,1488,135000
5,1955,1057,137000
6,1954,1855,136900
6,1953,1609,149900
5,1952,1148,123500
5,1954,1124,93000
5,1948,1456,91500
6,1985,1298,180000
6,1989,2559,209000
8,1993,1911,215000
6,1993,1440,224500
7,2005,1876,229800
7,2005,1208,183600
7,2006,1220,194000
7,2006,1294,193879
7,2005,1614,221500
7,2006,1498,204900
7,2006,1962,239799
6,2006,1846,233555
7,2005,1734,260000
8,2005,1590,294900
7,2005,1809,209700
7,2005,1614,225000
7,2005,1596,181000
8,1992,1915,220000
5,1964,1582,190000
6,1969,988,180000
7,1975,1533,280000
6,1968,1388,158900
5,1996,914,148000
5,1996,1100,145000
6,1995,1499,187000
7,1998,1425,193000
5,1995,990,156000
7,2000,1525,235000
6,1997,1494,217000
7,1999,1588,214000
7,1999,1749,196000
7,1999,1779,217000
7,2002,1861,200000
7,2002,1776,192500
7,2001,1541,205000
5,1976,954,132500
6,1977,1388,157500
6,1978,1282,174000
5,1969,971,128500
5,1972,864,128500
5,1972,894,149900
5,1972,864,119900
6,1993,1320,137000
8,2002,1989,255000
7,2002,1762,222000
6,1999,1755,214000
8,2002,1358,220000
8,2001,1787,275000
7,2002,1909,197000
7,2002,1654,230000
8,1999,2214,268500
7,1996,2049,210900
7,1998,1939,227000
7,1995,1995,237000
7,1998,2097,274300
7,2004,1836,216837
6,2003,848,133000
6,2004,848,155900
8,2006,1919,233230
7,2003,1390,207000
7,2004,1948,195000
6,2003,1700,200000
7,2006,1737,203160
7,2005,1611,195800
7,2005,1552,212900
7,2004,1720,196500
7,2005,1336,198000
6,2005,1500,173900
6,2005,1456,163990
7,2005,1310,164990
4,1910,1436,98000
5,1959,1466,149900
4,1951,1220,102000
6,1975,1012,127500
6,1975,980,127500
5,1969,1176,119900
7,2003,1724,196500
6,2002,914,117250
7,2003,2314,229000
5,2005,1072,145000
6,2005,1072,140000
6,2005,1072,142500
7,2004,1709,134000
7,2004,1709,130000
6,2004,1709,130000
7,2004,1709,137500
7,2004,1708,130000
4,1948,936,97900
6,1915,1338,92000
4,1924,1669,107000
5,1910,1184,81000
5,1924,1221,104900
5,1955,864,115000
4,1954,1482,125000
5,1918,1250,116000
4,1922,1414,83000
4,1912,2230,118500
2,1922,498,35000
4,1910,1273,121000
5,1916,1928,160000
6,1940,1595,140000
5,1938,1551,137000
6,1945,1340,128000
7,1926,1479,160000
5,1914,1784,138887
6,1920,1510,149000
5,1926,1522,102000
7,1919,1636,167000
7,1920,1802,200100
5,1939,1465,131000
5,1941,1288,112000
7,1915,1717,140000
6,1920,1550,195000
8,1929,1517,230000
5,1940,1717,194000
4,1922,1180,137500
7,1936,2057,250000
7,1929,1671,218000
6,1932,2345,239000
7,1932,1609,199500
6,1930,1801,210000
6,1956,1811,230000
5,1977,1647,217500
5,1950,2315,257000
5,1953,1336,157000
6,1969,1844,223000
5,1942,976,102000
6,1926,1285,145400
4,1925,672,72000
4,1925,641,85000
4,1936,951,106500
6,1957,1638,139000
4,1920,1336,108000
3,1945,729,51689
2,1949,480,35311
5,1951,1396,115000
3,1916,936,78000
8,2005,1778,375000
8,2004,1646,300000
6,1979,1625,242500
6,1978,1664,145000
8,2001,1491,209000
6,1977,1004,135000
6,1975,1210,148000
7,1988,1959,171000
7,1989,2519,335000
7,1986,1295,230000
6,1958,1650,250764
8,1981,1707,228000
6,1987,1137,176000
7,1990,1339,180000
7,1990,2514,250000
6,2000,1403,202000
8,2002,1800,312500
8,2005,1960,320000
8,2005,2028,369900
9,2005,1838,359900
1,1951,1600,81500
7,1997,1368,215000
6,1998,1216,164000
6,1998,1337,153500
5,2006,1140,84500
5,1977,1304,104500
5,1977,1475,127000
6,1973,2521,151400
5,1968,874,126500
5,1970,1652,146500
4,1970,630,73000
4,1972,1092,79400
5,1969,1360,140000
5,1970,630,92000
4,1970,1092,87550
4,1970,1092,79500
4,1970,1092,90500
4,1970,1092,71000
6,1976,1728,150900
5,1976,1728,188000
5,1977,1126,160000
5,1960,1224,131000
6,1984,1003,142500
5,1983,902,131000
5,1992,970,132000
5,1974,1389,170000
7,1993,2000,188000
